,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
395,jandaia do sul,-23.6,-51.64,78.8,50,20,5.82,BR,1600881573
396,fort nelson,58.81,-122.7,39.2,93,90,5.82,CA,1600881573
397,manbij,36.53,37.95,82.4,39,0,12.75,SY,1600881573
398,ouadda,8.08,22.4,71.83,91,20,2.57,CF,1600881573
399,bojnurd,37.47,57.33,66.2,40,0,2.24,IR,1600881573
400,sakakah,29.97,40.21,96.8,11,6,3.36,SA,1600881573
401,simao,22.79,100.97,66.79,96,100,2.33,CN,1600881574
402,vila,42.03,-8.16,63.0,80,100,11.99,PT,1600881574
403,touho,-20.78,165.23,70.48,76,18,10.8,NC,1600881574
404,dalbandin,28.89,64.41,71.76,21,0,2.51,PK,1600881574
405,batemans bay,-35.72,150.18,42.01,89,7,1.99,AU,1600881574
406,sao joao do piaui,-8.36,-42.25,100.69,22,100,7.9,BR,1600881575
407,aljezur,37.32,-8.8,73.99,81,19,3.0,PT,1600881575
408,kaka,37.35,59.61,60.4,30,0,5.75,TM,1600881575
409,felipe carrillo puerto,19.58,-88.05,96.3,45,73,1.77,MX,1600881575
410,broken hill,-31.95,141.43,48.2,81,0,8.05,AU,1600881576
411,saskylakh,71.92,114.08,45.12,73,0,14.63,RU,1600881576
412,hervey bay,-25.3,152.85,71.01,91,100,1.01,AU,1600881576
413,pinsk,52.12,26.1,59.9,64,65,8.77,BY,1600881577
414,nong phai,15.99,101.06,76.55,89,100,1.32,TH,1600881577
415,pangoa,-12.12,-73.0,87.96,41,26,4.94,PE,1600881577
416,atambua,-9.11,124.89,72.45,79,20,4.5,ID,1600881577
417,saint-pierre,-21.34,55.48,68.0,68,4,4.7,RE,1600881577
418,labuhan,-6.88,112.21,79.68,81,68,7.05,ID,1600881578
419,burgeo,47.62,-57.62,61.97,89,95,32.28,CA,1600881578
420,lingao,19.91,109.69,79.84,85,86,7.63,CN,1600881316
421,sao joao da barra,-21.64,-41.05,68.0,94,90,11.41,BR,1600881578
422,ningyang,35.76,116.79,64.06,80,71,3.87,CN,1600881578
423,dongsheng,39.82,109.98,53.26,62,0,3.6,CN,1600881280
424,shache,38.42,77.24,62.65,28,85,6.11,CN,1600881579
425,ancud,-41.87,-73.82,53.64,58,0,4.81,CL,1600881579
426,tarakan,3.3,117.63,79.66,78,71,7.38,ID,1600881579
427,mgachi,51.05,142.27,43.56,92,1,5.06,RU,1600881579
428,luderitz,-26.65,15.16,62.73,55,0,4.65,NA,1600881580
429,alexandria,31.22,29.96,80.6,65,40,13.87,EG,1600881580
430,vao,-22.67,167.48,69.8,77,28,11.59,NC,1600881580
431,saint-joseph,-21.37,55.62,68.0,68,12,4.7,RE,1600881580
432,komsomolskiy,40.43,71.72,59.0,62,0,4.7,UZ,1600881580
433,stromness,58.97,-3.3,50.0,66,20,4.7,GB,1600881581
434,maralal,1.1,36.7,68.02,54,70,12.08,KE,1600881581
435,tura,25.52,90.22,73.65,98,100,6.24,IN,1600881338
436,san policarpo,12.18,125.51,78.4,86,81,4.56,PH,1600881581
437,magadan,59.57,150.8,39.27,70,72,6.44,RU,1600881581
438,southbridge,42.08,-72.03,73.0,50,0,12.26,US,1600881582
439,calais,50.92,1.83,63.0,93,100,3.0,FR,1600881582
440,luganville,-15.53,167.17,74.98,81,57,9.6,VU,1600881582
441,napanee,44.25,-76.95,73.4,53,75,8.05,CA,1600881582
442,makakilo city,21.35,-158.09,78.8,83,1,3.36,US,1600881582
443,maceio,-9.67,-35.74,84.2,58,75,12.75,BR,1600881476
444,liozon,15.4,119.93,81.14,80,100,3.94,PH,1600881583
445,gushikawa,26.35,127.87,80.6,94,1,3.42,JP,1600881583
446,santa maria,-29.68,-53.81,77.0,57,0,3.36,BR,1600881583
447,oliver,49.18,-119.55,68.0,52,90,18.34,CA,1600881462
448,lvovskoye,44.99,38.64,64.4,68,0,2.24,RU,1600881583
449,meulaboh,4.14,96.13,74.8,92,100,6.24,ID,1600881584
450,havoysund,71.0,24.66,46.4,70,75,11.41,NO,1600881584
451,hollins,37.34,-79.94,75.0,46,1,4.7,US,1600881584
452,port keats,-14.25,129.55,81.21,84,7,6.4,AU,1600881584
453,disna,55.57,28.2,59.41,82,40,7.78,BY,1600881584
454,high level,58.52,-117.14,53.6,66,75,9.17,CA,1600881585
455,panuco,22.05,-98.17,86.0,58,5,6.93,MX,1600881585
456,hualmay,-11.1,-77.61,68.45,65,49,8.19,PE,1600881339
457,sawakin,19.11,37.33,92.62,43,55,6.62,SD,1600881585
458,vienna,48.21,16.37,64.99,82,40,8.05,AT,1600881585
459,mogadishu,2.04,45.34,78.22,83,18,15.57,SO,1600881524
460,solwezi,-12.17,26.39,72.37,31,0,4.99,ZM,1600881586
461,puerto penasco,31.32,-113.53,88.0,68,0,1.99,MX,1600881586
462,madison heights,42.49,-83.11,78.01,57,1,8.05,US,1600881586
463,vila franca do campo,37.72,-25.43,66.2,82,75,31.09,PT,1600881586
464,timmins,48.47,-81.33,66.2,59,75,6.93,CA,1600881310
465,inverell,-29.78,151.12,45.0,93,0,6.4,AU,1600881586
466,nago,26.59,127.98,77.0,94,1,1.99,JP,1600881587
467,sobolevo,54.43,31.9,56.12,76,0,7.16,RU,1600881587
468,cayenne,4.93,-52.33,91.4,55,74,12.75,GF,1600881587
469,burhar,23.22,81.53,77.68,86,100,10.13,IN,1600881587
470,chernyshevskiy,63.01,112.47,41.83,83,0,4.56,RU,1600881588
471,itarema,-2.92,-39.92,86.2,53,0,21.77,BR,1600881588
472,belmonte,-15.86,-38.88,78.8,69,75,14.99,BR,1600881588
473,port-gentil,-0.72,8.78,82.4,69,20,10.18,GA,1600881588
474,makiyivka,48.05,37.93,67.89,24,0,4.76,UA,1600881588
475,chimoio,-19.12,33.48,68.0,72,75,4.7,MZ,1600881589
476,areosa,41.72,-8.86,68.0,77,20,5.82,PT,1600881589
477,kinablangan,7.69,126.55,80.38,80,100,6.06,PH,1600881589
478,grand baie,-20.02,57.58,66.99,73,0,3.0,MU,1600881589
479,puri,19.8,85.85,84.2,89,75,8.05,IN,1600881590
480,deputatskiy,69.3,139.9,32.49,95,32,4.34,RU,1600881590
481,valdivia,-39.81,-73.25,53.6,71,75,4.7,CL,1600881545
482,eureka,40.8,-124.16,72.0,72,98,1.99,US,1600881550
483,hofn,64.25,-15.21,41.0,56,20,17.22,IS,1600881590
484,kamakwie,9.5,-12.23,80.69,89,68,5.35,SL,1600881591
485,savinka,50.08,47.1,62.85,50,72,6.4,RU,1600881591
486,starokozache,46.34,29.99,62.6,82,0,4.47,UA,1600881591
487,panlaitan,12.12,119.85,83.86,75,80,8.3,PH,1600881592
488,muskogee,35.58,-95.33,70.0,82,90,4.7,US,1600881592
489,maracana,-0.77,-47.45,90.68,43,51,8.88,BR,1600881592
490,aktau,43.65,51.2,60.8,77,0,6.71,KZ,1600881592
491,tabuk,17.42,121.44,73.81,87,88,2.93,PH,1600881592
492,guerrero negro,27.98,-114.06,81.93,47,0,6.53,MX,1600881593
493,russell,32.35,-85.2,77.0,61,90,6.93,US,1600881593
494,belokurikha,52.0,84.99,50.65,47,80,11.03,RU,1600881593
495,gubkinskiy,64.43,76.5,42.73,82,100,11.14,RU,1600881593
496,kayerkan,69.35,87.76,37.4,86,99,6.71,RU,1600881594
497,le port,-20.94,55.29,69.8,68,24,9.17,RE,1600881594
498,saint-augustin,51.23,-58.65,60.66,91,100,10.69,CA,1600881594
499,altay,47.87,88.12,46.35,56,37,2.24,CN,1600881594
500,talaya,61.38,152.75,30.38,97,98,3.87,RU,1600881594
501,elbistan,38.21,37.2,64.98,37,0,4.79,TR,1600881595
502,mozarlandia,-14.74,-50.57,92.39,35,95,4.72,BR,1600881595
503,troy,42.61,-83.15,78.01,57,1,8.05,US,1600881548
504,cornesti,44.78,25.87,73.4,43,30,5.82,RO,1600881595
505,tulum,20.22,-87.47,87.8,70,75,9.17,MX,1600881595
506,santa rosa,14.31,121.11,78.8,88,75,1.12,PH,1600881595
507,kungurtug,50.6,97.52,48.24,58,44,2.84,RU,1600881596
508,ojinaga,29.57,-104.42,82.0,28,1,5.82,MX,1600881596
509,arraias,-12.93,-46.94,95.9,23,41,4.7,BR,1600881596
510,camapua,-19.53,-54.04,95.54,28,0,3.94,BR,1600881596
511,comodoro rivadavia,-45.87,-67.5,62.6,43,0,14.99,AR,1600881597
512,scarborough,54.28,-0.4,52.0,94,100,7.0,GB,1600881405
513,gilbues,-9.83,-45.34,97.41,25,17,7.87,BR,1600881597
514,tiznit,29.58,-9.5,88.93,26,0,6.89,MA,1600881597
515,kapit,2.02,112.93,72.23,94,100,0.45,MY,1600881597
516,calama,-22.47,-68.93,77.0,7,0,20.8,CL,1600881383
517,pokhara,28.23,83.98,70.05,84,98,3.22,NP,1600881589
518,mporokoso,-9.37,30.12,77.68,29,52,7.49,ZM,1600881598
519,pangody,65.85,74.49,39.96,88,55,10.13,RU,1600881598
520,pecos,31.42,-103.49,77.0,33,1,3.36,US,1600881598
521,waingapu,-9.66,120.26,76.8,83,29,4.09,ID,1600881598
522,ulaangom,49.98,92.07,53.1,42,50,7.34,MN,1600881598
523,bathurst,-33.42,149.58,42.01,92,23,1.01,AU,1600881529
524,sambava,-14.27,50.17,71.83,70,49,16.08,MG,1600881598
525,kushiro,42.98,144.37,49.71,88,9,9.86,JP,1600881403
526,opuwo,-18.06,13.84,82.38,16,79,8.48,NA,1600881599
527,sao miguel do araguaia,-13.28,-50.16,96.8,31,23,7.07,BR,1600881465
528,poya,-21.35,165.15,67.17,83,2,4.29,NC,1600881599
529,turan,16.07,108.22,82.4,83,20,3.36,VN,1600881520
530,torrington,41.8,-73.12,73.99,57,0,5.01,US,1600881599
531,saryg-sep,51.5,95.6,51.69,82,99,6.22,RU,1600881599
532,biltine,14.53,20.92,85.39,46,78,19.8,TD,1600881600
533,clarence town,-32.58,151.78,57.0,76,0,9.17,AU,1600881600
534,nouadhibou,20.93,-17.03,78.8,69,0,18.34,MR,1600881600
535,san cristobal,7.77,-72.22,87.8,48,40,24.16,VE,1600881453
536,sumbe,-11.21,13.84,73.27,80,16,7.31,AO,1600881600
537,pacific grove,36.62,-121.92,70.0,50,1,6.55,US,1600881409
538,micheweni,-4.97,39.83,77.29,83,11,9.6,TZ,1600881601
539,gamba,-2.65,10.0,76.19,80,39,7.7,GA,1600881601
540,srandakan,-7.94,110.25,77.77,85,96,2.48,ID,1600881601
541,kambove,-10.88,26.6,71.37,32,11,4.74,CD,1600881601
542,ciudad bolivar,8.12,-63.55,93.47,49,92,7.85,VE,1600881601
544,ibra,22.69,58.53,83.68,37,100,5.06,OM,1600881602
545,buraydah,26.33,43.98,96.8,18,0,5.82,SA,1600881376
546,acapulco,16.86,-99.89,87.8,70,5,6.93,MX,1600881474
547,ambilobe,-13.2,49.05,73.69,64,79,5.46,MG,1600881602
548,okha,53.57,142.95,44.29,80,0,4.72,RU,1600881602
549,lapeer,43.05,-83.32,77.0,57,1,8.05,US,1600881603
550,iqaluit,63.75,-68.51,35.6,82,90,23.04,CA,1600881603
551,alzamay,55.56,98.66,48.96,89,77,4.97,RU,1600881603
552,pokaran,26.92,71.92,95.32,18,79,5.7,IN,1600881603
553,zhigansk,66.77,123.37,39.72,75,43,3.94,RU,1600881603
554,semporna,4.48,118.61,75.2,94,20,3.38,MY,1600881604
555,sola,-13.88,167.55,78.17,82,11,19.66,VU,1600881604
556,sitka,57.05,-135.33,53.6,81,90,11.41,US,1600881604
557,young,-32.68,-57.63,79.0,28,55,1.01,UY,1600881604
558,labytnangi,66.66,66.42,38.91,93,100,4.56,RU,1600881605
559,nara,34.69,135.8,73.99,38,97,3.8,JP,1600881605
560,nemuro,43.32,145.57,56.16,70,0,11.68,JP,1600881605
561,kharp,66.8,65.81,37.44,93,100,3.91,RU,1600881605
562,khargone,21.82,75.6,79.03,86,100,6.44,IN,1600881605
563,la ronge,55.1,-105.28,53.6,66,20,9.17,CA,1600881605
564,indian head,38.6,-77.16,78.01,38,1,8.05,US,1600881606
565,pesaro,43.9,12.89,73.0,66,75,4.0,IT,1600881606
566,spornoye,50.84,37.29,68.0,32,0,2.24,RU,1600881606
567,krasnyy chikoy,50.36,108.75,37.06,79,0,2.39,RU,1600881606
568,jalu,29.03,21.55,83.55,31,0,7.14,LY,1600881607
569,the valley,18.22,-63.06,89.6,66,20,11.41,AI,1600881607
570,lerwick,60.15,-1.15,51.8,62,20,1.12,GB,1600881607
571,los llanos de aridane,28.66,-17.92,80.6,61,20,1.12,ES,1600881607
572,pevek,69.7,170.31,37.56,94,100,19.26,RU,1600881607
573,binghamton,42.1,-75.92,75.99,52,40,14.99,US,1600881511
574,quatre cocos,-20.21,57.76,69.8,73,40,5.82,MU,1600881608
576,axim,4.87,-2.24,77.05,84,54,10.25,GH,1600881608
577,visby,57.64,18.3,64.4,68,38,10.29,SE,1600881406
578,west bay,19.37,-81.42,89.01,74,40,5.82,KY,1600881458
579,san rafael del sur,11.85,-86.44,86.0,70,40,6.93,NI,1600881608
580,ust-tsilma,65.44,52.15,38.34,88,29,6.71,RU,1600881608
581,miracema do tocantins,-9.56,-48.4,96.55,33,49,2.42,BR,1600881609
582,kloulklubed,7.04,134.26,75.2,94,75,4.7,PW,1600881609
583,suicheng,33.9,117.93,63.41,87,11,5.35,CN,1600881609
584,ornskoldsvik,63.29,18.72,53.6,93,34,4.7,SE,1600881570
585,blomberg,51.94,9.09,69.01,68,15,1.01,DE,1600881609
586,yarada,17.65,83.27,84.2,83,40,2.24,IN,1600881610
587,talcahuano,-36.72,-73.12,60.8,63,0,11.41,CL,1600881610
588,mercedes,-34.65,-59.43,75.99,32,52,1.01,AR,1600881610
589,devonport,-41.17,146.35,44.01,73,45,6.53,AU,1600881610
591,yulara,-25.24,130.99,60.8,25,0,10.29,AU,1600881610
592,manyana,-23.4,21.72,78.64,26,31,8.08,BW,1600881611
593,kerema,-7.96,145.78,77.18,89,99,5.21,PG,1600881611
594,ailigandi,9.23,-78.02,83.01,79,100,7.2,PA,1600881611
595,tabou,4.42,-7.35,77.83,86,60,12.55,CI,1600881611
596,faya,18.39,42.45,77.0,14,66,12.75,SA,1600881611
597,kabansk,52.05,106.65,33.8,86,36,2.24,RU,1600881611
598,tucupita,9.06,-62.05,94.71,49,100,4.63,VE,1600881611
599,parkes,-33.13,148.18,40.66,90,37,3.65,AU,1600881612
600,spirit river,55.78,-118.84,53.01,76,75,4.7,CA,1600881612
601,kirakira,-10.45,161.92,78.21,84,95,7.25,SB,1600881612
602,ngerengere,-6.75,38.12,77.0,73,40,8.84,TZ,1600881612
603,zhetysay,40.73,68.3,57.09,36,0,6.06,KZ,1600881612
604,turiacu,-1.66,-45.37,88.34,55,17,9.08,BR,1600881612
605,usoke,-5.17,32.35,78.8,34,20,9.17,TZ,1600881613
606,don sak,9.32,99.69,81.0,86,94,2.24,TH,1600881613
607,severnyy,50.68,36.55,68.0,32,0,2.24,RU,1600881613
608,swift current,50.28,-107.8,60.8,63,1,11.41,CA,1600881613
609,marrakesh,31.63,-8.01,98.6,17,28,8.05,MA,1600881613
